"7. A 3-phase slip ring IM is has its copper bars changed by the aluminium bars in the machine. With the above change,",a) starting torque remains same,b) starting torque increase,c) starting torque decrease,d) maximum torque increase,a,"Explanation: Resistance increase, so the starting torque increase."
"8. A center ammeter connected to the rotor end circuit of a 6-pole,50 Hz, induction motor makes 45 complete oscillations in a minute.",   Then the rotor speed and the speed of stator field w.r.t. rotor is,"a) 985, 15","b) 970, 1000","c) 985, 985",a,"Explanation: Rotor frequency  = s*f1 = 45/60 = 0.75 Hz.                                s = 0.75/50 = 0.015								rotor speed = 1000(1-0.015) = 985 rpm.			Speed of stator field w.r.t. rotor = Ns-Nr = 1000-985=15 rpm."
9. Choose from the below which can be obtained by the equivalent circuit of an electrical machine?,a) Complete performance characteristics of the machine,b) Temperature coefficients of the machine components,c) Type of protection to be used in the machine,d) Design parameters of the windings,a,Explanation: Equivalent circuit can help to give the complete performance characteristics of an electrical machine.
"11. Due to the line to ground fault, phase ‘a’ in the induction motor phase supply gets cut, then machine",a) continues to run with excessive supply current,b) continues to run with reduced slip,c) stalls,d) all of the mentioned,a,Explanation: It continues to run at lowered speed but with increased current.
"12. For 3-phase induction motor, as load increases from no load towards the full load,",a) power factor improves,b) power factor remains same,c) power factor varies linearly,d) power factor increases till 40% load and then decreases,a,"Explanation: Overall during the operation power factor improves as the reactance reduces and the power factor angle reduces."
"13.For 3-phase induction motor, as load increases from no load towards the full load, torque _______ slip.",a) increases in proportion to,b) decreases in proportion to,c) remains constant to,d) increases hyperbolically to,a,"Explanation: For the lower slip, torque will increase proportionally to the slip as verified by the torque slip characteristic."
"14. As a 3-phase induction motor, as load increases from no load towards the full load,",    A. power factor improves,"	B. torque increases","	C. air gap flux falls steeply","a) A, B",a,"Explanation: Air gap flux increases as the load increase."
"15. Torque-slip characteristic of an induction motor is linear in the smaller slip values, because",a) effective rotor resistance is very large compared to reactance,b) rotor resistance is equal to stator resistance,c) rotor resistance is equal to rotor reactance,d) rotor reactance almost equal to stator reactance,a,Explanation: It is because effective resistance value(r2/s) is far more than reactance and so the torque is linear in this region.
"16. If a 3-phase induction motor is fed from the rotor short circuiting the stator terminals, frequency of the current flowing in the short-circuited stator is",a) slip frequency,b) supply frequency,c) zero,d) frequency corresponding to the rotor speed,a,Explanation: In the stator the flux developed will revolve with a speed of slip frequency.
17. A constant torque variable power drive of induction machine has,a) constant air gap flux.,b) constant slip,"c) variable air gap flux, constant slip","d) constant slip, constant air gap flux",d,"Explanation: A constant torque drive should have constant flux and hence constant air gap flux. Also it should have constant slip."
"18. If an emf at slip frequency is injected at an angle _ with existing rotor induced emf, then",a) power factor only improves,b) speed changes,c) power factor improves and speed changes,d) power factor worsens and speed changes,a,"Explanation: Power factor increases as the net angle decreases."
1. Concentrated winding differ from distributed winding with the concern of,a) identical magnetic axis,b) two magnetic axis,c) no magnetic axis,d) physical spacing,a,"Explanation: Concentrated winding have all turns on one magnetic axis."
2. DC machines have ________ windings and synchronous machines use ______ windings.,"a) closed,open","b) open, closed","c) open, open","d) closed, closed",a,"Explanation: All the commutator machines use closed winding as it has nothing to deal with reactance. In ac machines, the winding can be converted             to star to delta and vice versa."
3. We can place closed windings in,a) ac commutator machine,b) stepper motor,c) ac machine,d) dc machine,a,"Explanation: Closed windings are placed only in commutator as it does not need any reconnections later."
4. Which of the following machines can be used to place open slot winding?,a) ac machine,"b) ac commutator machine, ac machine",c) dc machines,d) all of the mentioned,a,"Explanation: Only ac machines are used for open type of winding inside the machine."
5. The simplex lap winding has the range of winding pitch of,"a) (-2,2)","b) (-1,1)",c) more than 2,d) less than 1,a,"Explanation: For a progressive winding, forward pitch – backward pitch = winding pitch             yb= coil sides/P +or-1 (m)			 Here m is such that to make yb an odd integer."
6. The commutator pitch for a simplex lap winding is equal to,a) 1 and -1,b) 1,c) -1,d) 2 to -2,a,Explanation: It is either 1 or -1.
"7. A 200V dc machine has 4 poles and 40 coils, having simplex lap winding. The number of commutator segments which required in the given machine will be",a) 40,b) 20,c) 80,d) 26,a,Explanation: It is a simplex winding and so one segment of commutator will be needed for each coil.
8. Commutator segments in a DC shunt machine is equal to the number of,a) coil sides,b) turns,c) coils,d) slots,a,Explanation: Commutator segments are placed as per the coil sides in the machine.
9. We can employ dummy coils in a DC machine to,a) compensate reactance voltage,b) reduce armature reaction,c) provide mechanical balance to the armature,d) improve the waveforms generated inside the commutator,a,Explanation: Dummy coils are placed inside so that to provide mechanical support to dc machine and they do not take part in the emf development.
10. In AC machines we should prefer double layer winding over single layer windings because,a) it requires identical coils,b) it is economical to use,c) it offers lower leakage reactance,d) all of the mentioned,a,Explanation: Double layer winding enables more usage of the space and lesser air gaps so the leakage flux also reduces and efficiency improves.
"11. For an electrical machine with C number of coils and P poles, the distance between the coils connected by an equalizer ring is",a) C/P,b) C/2,c) 2C/P,d) C/2P,c,Explanation: backward pitch for an equalizer ring = number of coils/pole pairs = C/P/2=2C/P.
"12. With a P-pole DC machine with armature current Ia, the current per brush arm for a lap connected windings is",a) Ia/P,b) Ia/2P,c) 2Ia/P,d) Ia/4P,c,Explanation: Current per brush (lap winding) = total armature current/Number of pole pairs.
"13. For a given dc machine it is advised to use the dummy windings for a stable operation. But if it has be replaced as it unused component in the machine, then we must",a) S/P/2 should not be an integer,b) S/P/2 should be integer,c) S/P should be integer,d) S/P should not be an integer,a,Explanation: If slots per pole pair is not integer than all the winding will be completed without adding any dummy coil.
"14. While doing regular checks on the dc machine with the lap connected winding, it is reported to have ammeter fluctuations, this can be due to",a) different air gaps under poles,b) variable reluctances in the core,c) irregular design deformations,d) all of the mentioned,d,"Explanation: In a lap winding configuration, if the machine as air gap variations due to the design aspects, it will give circulating current in the windings."
15. A 6-pole lap wound DC generator has a developed power of P watts and brush voltage of E volts.,    Three adjacent brushes of the machine had been found worn out and got open circuited.,"	If the machine is operated with the remaining brushes, voltage and power that could be obtained from the machine are","a) E,P","b) E,2P/3",a,"Explanation: Taking Kirchoff’s law into study here, the voltage across the winding will remain same.             But the current will reduce in the overall winding as the  resistance has increased, so power will decrease by 1/3."
16. Consider a dc machine having its armature wound in lap fashion having 12 coils and each resistance 0.1 ohms.,"   If it is measured resistance between two adjacent commutator segments, the result will be",a) 0.092 ohms,b) 1.1 ohms,c) 1.8 ohms,a,"Explanation: There are 11 resistance which are in parallel to one resistance. So taking the equivalent resistance of 11 series connected             resistance and the one single resistance of the commutator segment.			 R(eq) = 0.1||1.1 = 0.0917"
1. The primary and secondary of a transformer are ________ coupled but _______ connected.,"a) magnetically, not electrically","b) electrically, not magnetically","c) magnetically, also magnetically","d) electrically, also electrically",a,"Explanation: Transformer is the machine which has physical spacing and has magnetic circuit to exchange the voltage."
2. We can employ transformers for a power range of,a) lower and higer values,b) lower values,c) higher values,d) medium values,a,"Explanation: A transformer can be put in use upto a varying range of the power and it is usually available in readily in market."
3. A transformer has comparitively much higher efficiency than a similar induction machine due to,a) small air gaps,b) no moving parts,c) strong coupling,d) all of the mentioned,d,Explanation: Transformer does not has any moving components so losses are anyway reduced and also the coupling is very strong between two sides.
"4. It was needed that to isolate dc noise coming from the transmitted signal, to attain the same which machine can be used without suffering significant loss",a) transformer,b) dc machine,c) induction machine,d) stepper motor,a,"Explanation: We should use transformer to achive the isolation of dc."
5. The most widely used material in the core of the transformer is,a) cold rolled grain oriented sheet steel,b) cold rolled grain steel,c) soft iron,d) steel,a,"Explanation: CRGO has magnetization in the rolling direction and low core losses and very high permeability than present materials."
6. The leakage flux is the flux in side the transformer which,a) links either of the windings,b) links both of the windings,c) yoke of the core,d) windows of the core,a,"Explanation: Leakage flux is meant to to be loss as it does not link two windings."
7. It is advised that staggering of the butt joints,a) reduces reluctance of the path,b) increases air gap,c) increases mechanical strength,d) all of the mentioned,c,"Explanation: Staggering is done for the steel butt joints of the transformer to gain more mechanical strength as the continuous air gap reduces the same."
"8. Consider two transformers X and Y having exact ratings, but have flux densities of 1.5T and 2T respectively. The weight of the transformer A per KVA will be",a) more than that of B,b) lesser than that of B,c) equal to that of B,d) can not be said from the given data,a,"Explanation: Flux density = flux/Area.             Hence A has more area than B and so weight of A will be more than that of B."
"9. Consider two transformers X and Y having identical ratings, but have flux densities of 1.5T and 2T respectively. The weight of the transformer B per KVA will be",a) more than that of A,b) lesser than that of A,c) equal to that of A,d) can not be said from the given data,b,"Explanation: Flux density = flux/Area.             Hence A has more area than B and so weight of B will be less than that of A."
11. A coupling magnetic field inside a rotating machine or static machine like transformers must involve with,a) mechanical parts,b) electrical parts,c) both electrical and mechanical,d) either of the electrical or mechanical parts,a,"Explanation: The coupling field should interact with both the electrical as well as mechanical parts in order to achieve electromechanical energy conversion."
12. A coupling magnetic field inside a rotating machine or static machine like transformers must involve with,    I. electrical system to extract energy from electrical system.,"	II. mechanical system to extract energy from electrical system.",a) Only I is true,b) Only II is true,b,"Explanation: The energy conversion which involves both electrical as well as mechanical systems must have mutual field."
13. I. Pulse transformers use soft ferrites.,    II. The transformers used in the radio recievers use air core.,a) Only I is true,b) Only II is true,c) I and II are true,c,"Explanation: Pulse transformers are used in isolation transformer and need high permeablity."
14. Stepping of the core is implemented in the core to,a) reduce conductor material and copper losses,b) reduce core loss,c) to provide mechanical strength,d) to reduce magnetizing current,a,"Explanation: Stepping of the core is done so that the copper material reduces."
"15. Core type transformers have, LV and HV windings are arranged such that",a) Half LV near the core and half HV outside LV on each limb,b) LV one one limb and HV on the other,c) Half LV outside the core and half HV inside LV on each limb,d) LV and HV windings are sandwiched,a,"Explanation: Core windng has first of all both the windings on the same limb and HV is placed outside to have tappings to the transformer."
"16. The shell type transformers have, LV and HV windings are arranged such that",a) Half LV near the core and half HV outside LV on each limb,b) LV one one limb and HV on the other,c) Half LV outside the core and half HV inside LV on each limb,d) LV and HV windings are sandwiched,d,Explanation: Shell type windng has mix of LV and HV winding sandwiched over each other.
1. I. Zero winding resistance,   II. Zero leakage flux,   III. Constant core losses,   Which of the above statements support the ideal transformer features?,"a) I,II",a,Explanation: Ideal transformer has zero or very small core or copper losses.
2. I. Zero winding resistance,   II. Zero leakage flux,   III. Negligible core losses,   Which of the above statements support the ideal transformer features?,"a) I,II,III",a,Explanation: All the statements support the ideal nature of a transformer.
3. I. Zero winding resistance,   II. Constant permeability,   III. Constant core losses,   Which of the above statements support the ideal transformer features?,"a) I,II",a,"Explanation: Ideal transformer has constant permeability so that the magnetization of the core remains linear."
4. I. Zero winding resistance,   II. Constant permeability,   III. Constant core losses,   Iv. Zero leakage reactance,   Which of the above statements support the ideal transformer features?,a,Explanation: An ideal transformer should be free from all types of losses and must have a linear magnetization of the core material.
5. I. Variable winding reactance,   II. Constant permeability,   III. Constant core losses,   Which of the above statements support the ideal transformer features?,"a) I,II",c,Explanation: There should not be any leakage reactance of the winding so that leakage flux is zero and complete coupling takes place.
6. The voltage induced at the end of primary terminals of a two winding transformer consisting of N turns is,a) -N*d_/dt,b)  N*d_/dt,c) -d_/dt,d) -N*dt/d_,a,Explanation: Emf is induced based on the electromagnetic induction principle for N turns winding.
7. Identify the phasor diagram for an ideal transformer at no load,a) ,b) ,c) ,d) ,a,"Explanation: In an ideal transformer, the induced emf lags the flux by 90degrees."
8. Consider a 2-winding transformer as below. If the switch is open then the emf induced across the load ‘Zl’ having transformation ratio of 2 is,a) zero,b) V1,c) V1/2,d) 2*V1,a,"Explanation: As the secondary switch is kept open, the voltage across load will be zero."
9. Consider a 2-winding transformer as below. If the switch is open then the emf induced across the secondary having transformation ratio of 2 is,a) zero,b) V1,c) V1/2,d) 2*V1,d,"Explanation: V2/V1 = 2             S, V2 = 2*V1."
11. I. Core flux in an ideal transformer remains constant.,    II. Core flux is independent of the load current.,"	The correct statements is/are",a) I,b) II,a,Explanation: Any changes in the secondary circuit of the transformer is reflected automaticaly in the primary winding so the net core flux remains constant.
"12. If it is happened to place an inductive load to a two winding transformer, then the phasor diagram for such a loading will be",a) ,b) ,c) ,d) ,a,Explanation: I2 will lag behind the V2 by the angle _ .
13. I. Zero winding resistance,   II. Constant permeability,   III. Constant core losses,   Iv. Zero leakage reactance,   Which of the above assumptions about the transformer supports the fact that the instantaneous  power input and output of a transformer is equal?,c,"Explanation: If the impedance overall is zero for a transformer, then the losses ocurring in a transformer will be zero. So the efficiency is 100%."
14. I. Voltages – inverse ratio,   II. Current – direct ratio,   III. Impedance – direct ratio squared,   Iv. Power – remains same,   Mark the statements which are marked incorrect for an ideal transformer.,c,Explanation: Voltages are transformed in direct ratio of the turns ratio. and current as inverse turns ratio.
15. I. Voltages – Direct ratio,   II. Current – Inverse ratio,   III. Impedance – Direct ratio squared,   Iv. Power – Remains same,   Mark the statements which are marked correct for an ideal transformer.,a,Explanation: All the matches are correct.
16. I. Voltages – inverse ratio,   II. Current – direct ratio,   III. Impedance – direct ratio squared,   Iv. KVA – remains same,   Mark the statements which are marked correct for an ideal transformer.,b,Explanation: Voltages are transformed in direct ratio of the turns ratio. and current as inverse turns ratio in a 2-winding transformer.
1. I. Voltages – Direct ratio,   II. Current – Inverse ratio,   III. Impedance – Direct ratio squared,   Iv. Power – Inverse ratio squared,   Mark the statements which are marked correct for an ideal transformer.,c,"Explanation: The power and the KVA of an ideal transformer always remains same assuming negligible impedances."
2. The non linear magnetization curve of a practical transformer will introduce,a) heating,b) higher order harmonics,c) magnetostriction,d) all of the mentioned,d,"Explanation: If the magnetization is non linear in nature then it will cause a saturation in the core and harmonics will be introduced to cause humming sounds."
3. Transformer action requires a,a) constant magnetic flux,b) increasing magnetic flux,c) alternating magnetic flux,d) alternating electric flux,c,"Explanation: As per the Faraday’s laws, the emf will be induced when flux is time varying as in transformer, there is no moving part."
"4. If a transformer is fed from a 220V and dc supply rather than a 1-phase ac supply, then the transformer will",a) burn its windings,b) operate normal,c) will not operate,d) will give very small leakage flux,a,"Explanation: Dc is nothing but ac at zero frequency. So the reactance offered will be zero at dc and the current will be limited only by the small resistance of the winding which will produce very high amount of current to flow through the windings, so burning them up."
"5. In an ideal transformer, the impedance can be transformed from one side to the other",a) in direct proportion to square of turns-ratio,b) in direct proportion to turns-ratio,c) in inverse proportion to square turns-ratio,d) in inverse proportion to turns-ratio,a,"Explanation: Impedance is transformed in square of the turns-ratio."
6. A transformer has sometimes more than two ratings depending upon the use of,a) the cooling application,b) type of windings,c) type of core,d) type of insulation to be given,a,"Explanation: Yes, with  different types of the cooling methods, the losses can be varied and so the current and the voltages."
7. Considering a transformer at no load is excited at rated voltage.,"   A small recognizable gap is made in the yoke of the limbs. With this altercation, the transformer core flux",a) will decrease and magnetizing current will increase,b) will remain constant and magnetizing current will increase,c) as well as magnetizing current will increase,b,Explanation: The reluctance of the path increases here after making the cut. so the magnetizing current will increase but the core flux will be same as it depends on the applied voltage not the reluctance.
"8. In an oil filled transformer, the application of oil is for",a) cooling,b) insulation,c) both cooling and insulation,d) preventing the accumulation of dust,c,Explanation: Oil can be used not only for cooling but also for insulation from the metallic parts.
9. We laminate transformer core to reduce,a) eddy current loss,b) hysteresis loss,c) both eddy current and hysteresis loss,d) ohmic loss,a,Explanation: Laminations provide larger area so that the current path increases and current reduces.
10. I. Core flux – Depends on applied voltage,   II. Leakage flux – Depends on winding current,   Which of the above two are matched correctly?,a) I,b) II,a,"Explanation: Both the statements are correct, as the leakage flux depends on the current flowing in the respective winding and the core flux depends on the voltage."
"11. In case of a power transformer, the no load current in terms of rated correct is",a) 10-20%,b) 2-6%,c) 15-20%,d) 30-50%,b,"Explanation: The air gap is very less in the transformer, so the magnetizing current needed is around 2-6% only."
12. Energizing the  transformer primary from a triangular wave voltage source makes the output voltage as,a) zero,b) a sine wave,c) a triangular wave,d) a pulsed wave,c,"Explanation: Output will follow the shape of input wave. As the primary input is triangular in shape, its secondary will also be same."
"13. In a single phase transformer,the no-load current lags the applied voltage by",a) 90°,b) about 75°,c) 0,d) about 110°,b,"Explanation: Check the phasor diagram."
14. A 400/200V transformer has total resistance of 0.04 p.u on its L.V side. This resistance when referred to H.V side would be,a) 0.04,b) 0.02,c) 0.01,d) 0.08,a,Explanation: The per unit value does not change from the winding side of a transformer.
15. Energising the  transformer primary from a triangular wave flux makes the output voltage as,a) square wave shifted by 90°,b) a sine wave,c) a triangular wave,d) a square wave,d,"Explanation: E = -N*d_/dt.              Differentiation of triangular wave results in square wave."
16. The output voltage seen at the CRO connected at the secondary terminals is square wave. Then the flux density used for energizing the primary is,a) triangular,b) sinusoidal,c) saw tooth wave,d) square wave,a,Explanation: E = -N*d_/dt. Integration of square wave will be triangular in nature.
1. I. Core flux – Depends on applied voltage,   II. Leakage flux – Depends on winding current,   Which of the above two are not matched correctly?,a) I,b) II,d,"Explanation: Both the statements are correct, as the leakage flux depends             on the current flowing in the respective winding and the core flux depends on the voltage."
2. CRGO Laminations in a transformer are used to minimize,a) eddy current loss,b) hysteresis loss,c) both eddy current and hysteresis loss,d) ohmic loss,c,Explanation: CRGO steel is rolled grain type domains which not only help for faster reversals but also the reduction of eddy current losses.
"3. A single phase transformer has emf per turn having 2310/220 V, 50Hz transformer as 13 V. Then the estimated primary turns will be",a) 189 turns,b) 179 turns,c) 176 turns,d) 190 turns,a,"Explanation: N2 = Total secondary voltage/Emf per turn               = 220/13 = 16.92 = 17(approx)               For N2 = 17, N1 = 178.5. But it is not an integer, so this approximation is wrong.               If N2 = 18, N1=189 turns."
"4. A single phase transformer has emf per turn having 2310/220 V, 50Hz transformer as 13 V. The core area is(in square cm)",a) 393,b) 277.8,c) 358.92,d) 450.03,a,"Explanation: Emf per turn = 1.44*f*flux density * Area*N2            Area = 220/(18*1.44*50*1.4) = 393 sq.cm."
"5. If a transformer is fed from a dc rather than a 1-phase ac supply, then the transformer will",a) burn its windings,b) operate normal,c) will not operate,d) will give very small leakage flux,a,"Explanation: Dc is nothing but ac at zero frequency. So the reactance will be zero and the current will be limited solely by the small resistance of the winding which will produce very high amount of current to flow through the windings, so burning them up."
"6. For a single phase transformer operating at normal operating conditions has useful flux of 1 Wb. If the machine is loaded at 0.8 p.f., then its mutual",   flux,a) may decrease to 0.98 Wb,b) remains constant,c) may increase 1.02 Wb,a,Explanation: The mutual flux will decrease by a very small amount.
7. The flux involved in the emf equation of a transformer has,a) rms value,b) average value,c) total value,d) maximum value,d,Explanation: The flux is always taken at its peak in the practical calculation cases.
"8.  If the frequency at the primary supply is varied gradually, then the secondary terminal voltage will",a) not change,b) vary directly,c) will vary oppositely,d) will vary inverse of frequency,a,Explanation: The changes in the frequency is not reflected due to the flux density variation correspondingly.
9. There are two identical transformers A and B such that flux density applied to B is doubled.,   Then magnetizing current of B is,a) larger than A,b) double of A,c) half of A,a,"Explanation: When we double the flux density, as per the magnetization curve of the core, the magnetizing current is much larger than double of the machine A."
"10. A 20KVA, 2200/220 V, 50 Hz single phase transformer has the below parameters:","    HV : r = 2.4  _Ω, X=6 _Ω","    LV: r = 0.03  _Ω, X = 0.07 _Ω",    The primary reactance referred to secondary is,a) 0.024  _Ω,b,"Explanation: Primary reactance referred to secondary  = x1*(N2/N1)^2 = 6*(220/2200)^2                                                      = 0.06 _Ω."
"11. A 20KVA, 2200/220 V, 50 Hz single phase transformer has the below parameters:","    HV : r = 2.4  _Ω, X=6 _Ω, Primary","    LV: r = 0.03  _Ω, X = 0.07 _Ω, Secondary",    The secondary reactance referred to primary is,a) 0.024  _Ω,d,Explanation: Secondary reactance referred to primary = x2*(N1/N2)^2 = 0.07*(2200/220)^2 = 7.0 Ω
"12. A 20KVA, 2200/220 V, 50 Hz single phase transformer has the below parameters:","    HV : r = 2.4  _Ω, X=6 _Ω","    LV: r = 0.03  _Ω, X = 0.07 _Ω",    The primary resistance referred to secondary is,a) 0.024  _Ω,a,"Explanation: Primary resistance referred to secondary  = r1*(N2/N1)^2 = 2.4*(220/2200)^2                                                      = 0.024 _Ω."
"13. A 20KVA, 2200/220 V, 50 Hz single phase transformer has the below parameters:","    HV : r = 2.4  _Ω, X=6 _Ω","    LV: r = 0.03  _Ω, X = 0.07 _Ω",    The secondary resistance referred to primary is,a) 0.024  _Ω,c,Explanation: Secondary resistance referred to primary = r2*(N1/N2)^2 = 0.03*(2200/220)^2 = 3.0 Ω.
14. In a transformer ______ decreases with increase of the leakage flux.,a) secondary terminal voltage,b) secondary induced voltage,c) primary induced voltage,d) all of the mentioned,a,Explanation: The leakage is modelled as the reactance which incurrs as a loss to the terminal voltage not the induced voltage.
15. The components needed to draw the phasor diagram of the transformer is,"    A. load current, B. Equivalent circuit parameters, C. Load power factor","a) A,B,C",b) B,"c) B,C",a,Explanation: All the mentioned quantities are must to draw the phasor diagram of a transformer.
1. Power required during the open circuit and short circuit test is,a) losses incurring in the transformer,b) executing the power requirements by measuring instruments,c) power for the core losses only,d) all of the mentioned,a,Explanation: The power measured while conducting the tests is the winding losses and the core losses.
2. The open circuit test results in finding which of the following parameters,   I. core losses,   II. shunt branch parameters,   III. turns ratio of transformer,"a) I,II,III",a,Explanation: OC test gives the shunt branch parameters as well as the turns ratio by connecting a voltmeter at open circuited secondary terminals.
3. The open circuit test results in finding which of the following parameters,   I. core losses,   II. shunt branch parameters,   III. series parameters,"a) I,II,III",b,Explanation: Series parameters are obtained by short circuit test results.
4. Which of the following informations are obtained from short-circuit test?,   I. Ohmic losses at rated current,   II. Equivalent resistance and leakage reactance,   III. Core losses,   IV. Voltage regulation,a,Explanation: Core losses are found from OC test .
5. Which of the below estimations require results of both open circuit test and short circuit test?,a) Efficiency,b) Equivalent impedance of one side of the winding,c) Voltage regulation for exact circuit,d) All of the mentioned,a,Explanation: All the estimations asked will need results of both the tests.
"6. To conduct the open circuit test, test is conducted on the",a) l.v. side,b) h.v. side,c) primary,d) secondary,a,"Explanation: OC test is performed on the l.v. side of the transformer because the l.v. winding will have lower stress on the insulation and no damage will occur."
"7. To conduct the short circuit test, test is conducted on the",a) l.v. side,b) h.v. side,c) primary,d) secondary,b,"Explanation: To circulate the rated current in the winding, we should opt for lower value of the current so that winding will not damage."
8. A single phase transformer of 2200/220 V having rated l.v. current of 150 A has to undergo open circuit test on h.v. side.Which of the below instruments range should be used?,"a) 6A,200V","b) 150A,22V","c) 60A,220V","d) 6A,20V",a,"Explanation: Open circuit test is conducted on l.v. side, so the measuring instruments will be on the h.v. side.            So the current in the h.v. side will be around 3-6% of the rated."
9. A single phase transformer of 2000/200 V having rated l.v. current of 100 A has to undergo short circuit test on l.v. side. Which of the below instruments range should be used?,"a) 200V,10A","b) 20V, 10A","c) 300V,100A","d) 200V,50A",a,"Explanation: Short circuit test is conducted on h.v. side, so the measuring instruments will be on the l.v. side.             Rated current on the h.v. will be 10A and voltage will be around 5-12% to account for winding losses."
10. A single phase transformer of 2200/220 V having rated l.v. current of 150 A has to undergo open circuit test on h.v side. The instruments used are voltmeter,    of 200V and ammeter of 1A. Then the results,a) will be wrong,b) will be accurate,c) of ammeter will burn,c,"Explanation: The current in the h.v. winding will be around 10 A but the ammeter is of 1 A rating. So, it will burn off."
11. Which of the following conditions have to ensured for a short-circuit test?,    A. L.v. is short circuited,    B. It helps in calculation of voltage regulation,    C. It is performed at rated voltage,"a) A,B",a,"Explanation: For conducting short circuit test, l.v. winding is short circuited and it is not performed at rated voltage."
12. Which of the following conditions have to ensured for a short-circuit test?,    A. h.v. winding is short-circuited,    B. It helps in calculation of voltage regulation,    C. It is performed at rated voltage,    D. l.v. winding is short-circuited,a,"Explanation: For conducting short circuit test, l.v. winding is short circuited and it is not performed at rated voltage."
13. Transformers with high leakage impedance is used in,a) arc welding,b) power distribution,c) power generating terminals,d) none of the mentioned,a,Explanation: The feature of the high impedance is extracted in the arc welding applications.
14. Which of the following conditions have to ensured for a open-circuit test?,    A. Performed on L.V side,    B. Leakage impedance can be obtained,    C. It is performed at rated voltage,    D. It gives magnetizing impedance,d,Explanation: Leakage impedance is not found from open-circuit test.
15. Which of the following conditions have to ensured for a open-circuit test?,    A. Performed on L.V side,    B. Leakage impedance can be obtained,    C. It is performed at 10-12% of rated voltage,    D. It gives magnetizing impedance,a,Explanation: Leakage impedance is not found from open-circuit test. And it is performed on the rated voltage to account for core losses.
16. Which of the following informations are not obtained from short-circuit test?,   I. Ohmic losses at rated current,   II. Equivalent resistance and leakage reactance,   III. Core losses,   IV. Voltage regulation,d,Explanation: Core losses are found from OC test and the voltage regulation is not obtained from one single test here.
"1. A 10 kVA, 400/200 V, 1-phase transformer  with 2% resistance and 2% leakage reactance. It draws steady short circuit current at angle of",a) 45°,b) 75°,c) 135°,d) 0°,:,Explanation: The power factor angle will be atan(x/r)=45°.
"2. While conducting open circuit test and short circuit test on a transformer, status of low-voltage and high-voltage windings will be such that in","a) OC test – h.v. open, SC test-l.v. short-circuited","b) OC test – l.v. open, SC test-h.v. short-circuited","c) OC test – l.v. open, SC test-l.v. short-circuited","d) OC test – h.v. open, SC test-h.v. short-circuited",a,"Explanation: In conducting short circuit test, l.v. winding is short circuited. In OC test h.v. is open circuited."
"3. While conducting testing on the single phase transformer, one of the student tries to measure the resistance by putting an ammeter across one terminal of primary and other to secondary, the reading obtained will be",a) infinite,b) zero,c) finite,d) negative finite,a,"Explanation: As the primary and secondary are physically isolated, the impedance will be infinite for not electrically connected circuit."
"4. If the per unit leakage impedance for the primary of a transformer is ‘x’ on the given rated base value. If the voltage and volt-amperes are doubled, then the changed per unit impedance will be",a) 0.5x,b) 2x,c) 4x,d) x,a,"Explanation: pu(new base)=(x)*(MVA(new)/MVA(old))*(kV(old)/kV(new))^2                         =x*2*(1/4)			 =0.5x."
"5. If the per unit leakage impedance for the primary of a transformer is ‘x’ on the given rated base value. If the voltage and volt-amperes are halved, then the changed per unit impedance will be",a) 0.5x,b) 2x,c) 4x,d) x,b,"Explanation: pu(new base)=(x)*(MVA(new)/MVA(old))*(kV(old)/kV(new))^2                         =x*0.5*(4/)			 =2x."
6. The voltage regulation for  transformer is given by,a) (E2-V2)/E2,b) (E2-V2)/V2,c) (V2-E2)/E2,d) (V2-E2)/V2,a,Explanation: Voltage regulation is the change in secondary voltage with secondary rated voltage.
"7. While estimating voltage regulation of a transformer, keeping",a) primary voltage constant,b) secondary voltage constant,c) voltage changes constant at primary,d) all of the mentioned,a,Explanation: V.R. is calculated keeping the primary constant because then the core flux will change and the change of secondary voltage can  not be fixed.
8. Identify the phasor diagram for the negative voltage regulation from the below diagrams.,a) ,b) ,c) ,d) ,a,Explanation: Negative V.R. is achieved at leading power factor.
9. Identify the phasor diagram for the zero voltage regulation from the below diagrams.,a) ,b) ,c) ,d) ,a,"Explanation: When E2=V2, then V.R. will be zero."
10. Identify the phasor diagram for the maximum voltage regulation from the below diagrams.,a),b),c),d),a,Explanation: Maximum voltage regulation occurs when load power factor angle and leakage impedance angle are equal.
11. The transformer phasor diagram under the short circuit can be identified as,a) ,b) ,c) ,d) ,a,"Explanation: For the short-circuit condition of a transformer, voltage across the secondary will be voltage drop across winding only."
"12. With the reference of the diagram below, Choose the most appropriate",A: ,B:,"a) A-lagging pf, B-leading pf","b) B-lagging pf, A-leading pf",a,Explanation: Maximum voltage regulation occurs at lagging pf while zero or minimum V.R. occurs at leading pf.
13. A 200/400 V single phase transformer has leakage impedance z= r+jx. Then we can expect zero voltage regulation at power factor of,a) x/r leading,b) x/r lagging,c) r/x leading,d) r/x lagging,a,Explanation: ZVR occurs at the leading pf of load at x/r.
14. A 200/400 V single phase transformer has leakage impedance z= r+jx. Then we can expect magnitude of load pf of ____ at zero voltage regulation.,a) cos_ = x/z,b) cos_ = r/z,c) cos_ = x/r,d) cos_ = r/x,a,Explanation: Cos_ = x/z for the transformer at zero V.R.
